id,ICO,COMPANY,HEADQUARTERS,DEGREE,FIRST_NAME,LAST_NAME,phone,location,street,city,country,postal_code
489,26400596,"AG PROFIT trade, a.s.",Hlavní město Praha,PaedDr.,Jeffrey,King,+420 353 360 611,Kyje,Českobrodská,Karlovy Vary,Czechia,19800.0
490,61388726,"Vyšší odborná škola stavební a Střední průmyslová škola stavební, Praha 1, Dušní 17",Hlavní město Praha,PaedDr.,Sylvia,Silva,+420 353 360 611,"Karlovy Vary, Czech Republic",K Letišti,Karlovy Vary,Czechia,360 01
491,16735757,PTHSZ BADISCH - BAYERISCHE BAUGESELISCHAFT mbH BÁDENSKO - BAVORSKÁ STAVEBNÍ SPOLEČNOST s.r.o. v likvidaci,Hlavní město Praha,PaedDr.,Robert,Davis,+420 353 360 611,Jižní Předměstí,Raisova,Karlovy Vary,Czechia,30100.0
492,61388726,"Vyšší odborná škola stavební a Střední průmyslová škola stavební, Praha 1, Dušní 17",Hlavní město Praha,PaedDr.,Romelia,Wilburn,+420 353 360 611,"Karlovy Vary, Czech Republic",K Letišti,Karlovy Vary,Czechia,360 01
493,7749066,ROJAPLAST KOLÍN s.r.o.,Hlavní město Praha,PaedDr.,Lyndsay,Williams,+420 353 360 611,Kolín IV,Polepská,Karlovy Vary,Czechia,28002.0
494,61388726,"Vyšší odborná škola stavební a Střední průmyslová škola stavební, Praha 1, Dušní 17",Hlavní město Praha,PaedDr.,Henry,Mcdonald,+420 353 360 611,"Karlovy Vary, Czech Republic",K Letišti,Karlovy Vary,Czechia,360 01
495,61388726,"Vyšší odborná škola stavební a Střední průmyslová škola stavební, Praha 1, Dušní 17",Hlavní město Praha,PaedDr.,Michael,Shunk,+420 353 360 611,"Karlovy Vary, Czech Republic",K Letišti,Karlovy Vary,Czechia,360 01
496,29135702,For Renting s.r.o.,Hlavní město Praha,PaedDr.,Margaret,Ford,+420 353 360 611,Smíchov,Nádražní,Karlovy Vary,Czechia,15000.0
497,26229919,JAPAN SERVICE s.r.o. v likvidaci,Hlavní město Praha,PaedDr.,Beverly,Miles,+420 353 360 611,Jedovnice,K Propadání,Karlovy Vary,Czechia,67906.0
498,7607571,"KOJA invest, s.r.o.",Hlavní město Praha,PaedDr.,Katie,Meister,+420 353 360 611,Kbely,Plzákova,Karlovy Vary,Czechia,19700.0
499,61388726,"Vyšší odborná škola stavební a Střední průmyslová škola stavební, Praha 1, Dušní 17",Hlavní město Praha,PaedDr.,Ervin,Hamer,+420 353 360 611,"Karlovy Vary, Czech Republic",K Letišti,Karlovy Vary,Czechia,360 01
500,61388726,"Vyšší odborná škola stavební a Střední průmyslová škola stavební, Praha 1, Dušní 17",Hlavní město Praha,PaedDr.,Elois,Schultz,+420 353 360 611,"Karlovy Vary, Czech Republic",K Letišti,Karlovy Vary,Czechia,360 01
501,61388726,"Vyšší odborná škola stavební a Střední průmyslová škola stavební, Praha 1, Dušní 17",Hlavní město Praha,PaedDr.,Teresa,Jeter,+420 353 360 611,"Karlovy Vary, Czech Republic",K Letišti,Karlovy Vary,Czechia,360 01
502,61388726,"Vyšší odborná škola stavební a Střední průmyslová škola stavební, Praha 1, Dušní 17",Hlavní město Praha,PaedDr.,Betty,Gutierrez,+420 353 360 611,"Karlovy Vary, Czech Republic",K Letišti,Karlovy Vary,Czechia,360 01
503,49826913,"""Buštěhradská železniční společnost s r.o."" v likvidaci",Hlavní město Praha,PaedDr.,Pauline,Glahn,+420 353 360 611,Kročehlavy,Polská,Karlovy Vary,Czechia,27201.0
504,4843568,"AGY software studio, s.r.o. ""v likvidaci""",Hlavní město Praha,PaedDr.,Dean,Ellis,+420 353 360 611,Poruba,Studentská,Karlovy Vary,Czechia,70800.0
505,62063413,"Vydavatelství ALFA Svitavy, s.r.o. v likvidaci",Hlavní město Praha,PaedDr.,Calvin,Snyder,+420 353 360 611,Předměstí,Školní,Karlovy Vary,Czechia,56802.0
506,61388726,"Vyšší odborná škola stavební a Střední průmyslová škola stavební, Praha 1, Dušní 17",Hlavní město Praha,PaedDr.,Jon,Langston,+420 353 360 611,"Karlovy Vary, Czech Republic",K Letišti,Karlovy Vary,Czechia,360 01
507,61388726,"Vyšší odborná škola stavební a Střední průmyslová škola stavební, Praha 1, Dušní 17",Hlavní město Praha,PaedDr.,Margie,Veneziano,+420 353 360 611,"Karlovy Vary, Czech Republic",K Letišti,Karlovy Vary,Czechia,360 01
508,22680501,"Občanské sdružení ""Azylek u Ludmily""",Hlavní město Praha,PaedDr.,Richard,Barstow,+420 353 360 611,Velké Pavlovice,Tábor,Karlovy Vary,Czechia,69106.0
509,61388726,"Vyšší odborná škola stavební a Střední průmyslová škola stavební, Praha 1, Dušní 17",Hlavní město Praha,PaedDr.,Gwendolyn,Canales,+420 353 360 611,"Karlovy Vary, Czech Republic",K Letišti,Karlovy Vary,Czechia,360 01
510,28474309,Společenství vlastníků Suchdolské náměstí 445,Hlavní město Praha,PaedDr.,Rebecca,Miller,+420 353 360 611,Suchdol,Suchdolské náměstí,Karlovy Vary,Czechia,16500.0
511,61388726,"Vyšší odborná škola stavební a Střední průmyslová škola stavební, Praha 1, Dušní 17",Hlavní město Praha,PaedDr.,Richard,Meczywor,+420 353 360 611,"Karlovy Vary, Czech Republic",K Letišti,Karlovy Vary,Czechia,360 01
512,61388726,"Vyšší odborná škola stavební a Střední průmyslová škola stavební, Praha 1, Dušní 17",Hlavní město Praha,PaedDr.,Edward,Gard,+420 353 360 611,"Karlovy Vary, Czech Republic",K Letišti,Karlovy Vary,Czechia,360 01
513,24158194,HM finance s.r.o.,Hlavní město Praha,PaedDr.,Maragret,Franklin,+420 353 360 611,Smíchov,Pod Hybšmankou,Karlovy Vary,Czechia,15000.0
514,26462265,"U.T.C. PROPERTIES s.r.o.,",Hlavní město Praha,PaedDr.,Jessica,Johnston,+420 353 360 611,Jažlovice,Zděbradská,Karlovy Vary,Czechia,25101.0
515,61388726,"Vyšší odborná škola stavební a Střední průmyslová škola stavební, Praha 1, Dušní 17",Hlavní město Praha,PaedDr.,Danna,Reuter,+420 353 360 611,"Karlovy Vary, Czech Republic",K Letišti,Karlovy Vary,Czechia,360 01
516,61388726,"Vyšší odborná škola stavební a Střední průmyslová škola stavební, Praha 1, Dušní 17",Hlavní město Praha,PaedDr.,Orpha,Sylvester,+420 353 360 611,"Karlovy Vary, Czech Republic",K Letišti,Karlovy Vary,Czechia,360 01
517,61388726,"Vyšší odborná škola stavební a Střední průmyslová škola stavební, Praha 1, Dušní 17",Hlavní město Praha,PaedDr.,Homer,Elmore,+420 353 360 611,"Karlovy Vary, Czech Republic",K Letišti,Karlovy Vary,Czechia,360 01
518,15045111,SAVA spol. s r.o.,Hlavní město Praha,PaedDr.,Amanda,Kinsinger,+420 353 360 611,Semily,Bítouchovská,Karlovy Vary,Czechia,51301.0
519,10885684,VLTAVA-MED s.r.o.,Hlavní město Praha,PaedDr.,Joan,Wai,+420 353 360 611,České Budějovice 2,Fr. Ondříčka,Karlovy Vary,Czechia,37011.0
520,28826485,MUDr. Josef Šebek s.r.o.,Hlavní město Praha,PaedDr.,Arthur,Otani,+420 353 360 611,Chrudim III,Sokolovská,Karlovy Vary,Czechia,53701.0
521,61388726,"Vyšší odborná škola stavební a Střední průmyslová škola stavební, Praha 1, Dušní 17",Hlavní město Praha,PaedDr.,Derek,Wright,+420 353 360 611,"Karlovy Vary, Czech Republic",K Letišti,Karlovy Vary,Czechia,360 01
522,61388726,"Vyšší odborná škola stavební a Střední průmyslová škola stavební, Praha 1, Dušní 17",Hlavní město Praha,PaedDr.,Mildred,Plues,+420 353 360 611,"Karlovy Vary, Czech Republic",K Letišti,Karlovy Vary,Czechia,360 01
523,61388726,"Vyšší odborná škola stavební a Střední průmyslová škola stavební, Praha 1, Dušní 17",Hlavní město Praha,PaedDr.,Dwayne,Woodard,+420 353 360 611,"Karlovy Vary, Czech Republic",K Letišti,Karlovy Vary,Czechia,360 01
524,27809170,Společenství vlastníků pro dům Provaznická 81,Hlavní město Praha,PaedDr.,Dorothy,Neill,+420 353 360 611,Hrabůvka,Provaznická,Karlovy Vary,Czechia,70030.0
525,61388726,"Vyšší odborná škola stavební a Střední průmyslová škola stavební, Praha 1, Dušní 17",Hlavní město Praha,PaedDr.,Charles,Pepper,+420 353 360 611,"Karlovy Vary, Czech Republic",K Letišti,Karlovy Vary,Czechia,360 01
526,28255224,"MERKATOR PLUS, s.r.o. v likvidaci",Hlavní město Praha,PaedDr.,Jose,Williams,+420 353 360 611,Kamýk,Mařatkova,Karlovy Vary,Czechia,14200.0
527,61388726,"Vyšší odborná škola stavební a Střední průmyslová škola stavební, Praha 1, Dušní 17",Hlavní město Praha,PaedDr.,Kristen,Arvin,+420 353 360 611,"Karlovy Vary, Czech Republic",K Letišti,Karlovy Vary,Czechia,360 01
528,61388726,"Vyšší odborná škola stavební a Střední průmyslová škola stavební, Praha 1, Dušní 17",Hlavní město Praha,PaedDr.,Jack,Wilson,+420 353 360 611,"Karlovy Vary, Czech Republic",K Letišti,Karlovy Vary,Czechia,360 01
529,2694638,yoshihashi s.r.o.,Hlavní město Praha,PaedDr.,Eugene,Tarlow,+420 353 360 611,Staré Město,Dlouhá,Karlovy Vary,Czechia,11000.0
530,3547515,D.T.P. TRADE s.r.o.,Hlavní město Praha,PaedDr.,Frederick,Valentine,+420 353 360 611,Staré Brno,Hlinky,Karlovy Vary,Czechia,60300.0
531,45308926,AIA Havelka s. r. o.,Hlavní město Praha,PaedDr.,Alan,Bakerville,+420 353 360 611,Staré Město,Martinská,Karlovy Vary,Czechia,11000.0
532,61388726,"Vyšší odborná škola stavební a Střední průmyslová škola stavební, Praha 1, Dušní 17",Hlavní město Praha,PaedDr.,Janice,Barrows,+420 353 360 611,"Karlovy Vary, Czech Republic",K Letišti,Karlovy Vary,Czechia,360 01
533,61388726,"Vyšší odborná škola stavební a Střední průmyslová škola stavební, Praha 1, Dušní 17",Hlavní město Praha,PaedDr.,Mildred,Pena,+420 353 360 611,"Karlovy Vary, Czech Republic",K Letišti,Karlovy Vary,Czechia,360 01
534,61388726,"Vyšší odborná škola stavební a Střední průmyslová škola stavební, Praha 1, Dušní 17",Hlavní město Praha,PaedDr.,Diane,Fannin,+420 353 360 611,"Karlovy Vary, Czech Republic",K Letišti,Karlovy Vary,Czechia,360 01
535,8553921,OASA REAL investiční s.r.o.,Hlavní město Praha,PaedDr.,Vicki,Verdi,+420 353 360 611,Předměstí (Opava),Dohnálkova,Karlovy Vary,Czechia,74601.0
536,61388726,"Vyšší odborná škola stavební a Střední průmyslová škola stavební, Praha 1, Dušní 17",Hlavní město Praha,PaedDr.,Allan,Ostrzyeki,+420 353 360 611,"Karlovy Vary, Czech Republic",K Letišti,Karlovy Vary,Czechia,360 01
537,61388726,"Vyšší odborná škola stavební a Střední průmyslová škola stavební, Praha 1, Dušní 17",Hlavní město Praha,PaedDr.,Troy,Phillips,+420 353 360 611,"Karlovy Vary, Czech Republic",K Letišti,Karlovy Vary,Czechia,360 01
538,26050943,Nakano a.s.,Hlavní město Praha,PaedDr.,Son,Beard,+420 353 360 611,Kobylisy,Pakoměřická,Karlovy Vary,Czechia,18200.0
539,61388726,"Vyšší odborná škola stavební a Střední průmyslová škola stavební, Praha 1, Dušní 17",Hlavní město Praha,PaedDr.,Martha,Pinsky,+420 353 360 611,"Karlovy Vary, Czech Republic",K Letišti,Karlovy Vary,Czechia,360 01
540,61388726,"Vyšší odborná škola stavební a Střední průmyslová škola stavební, Praha 1, Dušní 17",Hlavní město Praha,PaedDr.,Julia,Thomason,+420 353 360 611,"Karlovy Vary, Czech Republic",K Letišti,Karlovy Vary,Czechia,360 01
541,61388726,"Vyšší odborná škola stavební a Střední průmyslová škola stavební, Praha 1, Dušní 17",Hlavní město Praha,PaedDr.,Jeff,Anders,+420 353 360 611,"Karlovy Vary, Czech Republic",K Letišti,Karlovy Vary,Czechia,360 01
542,8085323,AK25 s.r.o.,Hlavní město Praha,PaedDr.,Ella,Garcia,+420 353 360 611,Frenštát pod Radhoštěm,Kopaná,Karlovy Vary,Czechia,74401.0
543,61388726,"Vyšší odborná škola stavební a Střední průmyslová škola stavební, Praha 1, Dušní 17",Hlavní město Praha,PaedDr.,Sharon,Lowe,+420 353 360 611,"Karlovy Vary, Czech Republic",K Letišti,Karlovy Vary,Czechia,360 01
544,61388726,"Vyšší odborná škola stavební a Střední průmyslová škola stavební, Praha 1, Dušní 17",Hlavní město Praha,PaedDr.,Charity,Morrow,+420 353 360 611,"Karlovy Vary, Czech Republic",K Letišti,Karlovy Vary,Czechia,360 01
545,61388726,"Vyšší odborná škola stavební a Střední průmyslová škola stavební, Praha 1, Dušní 17",Hlavní město Praha,PaedDr.,Richard,Houston,+420 353 360 611,"Karlovy Vary, Czech Republic",K Letišti,Karlovy Vary,Czechia,360 01
546,41197119,INTEREXPORT spol. s r.o.,Hlavní město Praha,PaedDr.,Brenda,Hooper,+420 353 360 611,Staré Město,Rybná,Karlovy Vary,Czechia,11000.0
547,28978951,PBU Jalta s.r.o. v likvidaci,Hlavní město Praha,PaedDr.,Scott,Turner,+420 353 360 611,Vinohrady (Praha 2),Legerova,Karlovy Vary,Czechia,12000.0
548,28189639,Klinika duševního zdraví s.r.o.,Hlavní město Praha,PaedDr.,Fran,Maclennan,+420 353 360 611,České Budějovice 6,Senovážné nám.,Karlovy Vary,Czechia,37001.0
549,61388726,"Vyšší odborná škola stavební a Střední průmyslová škola stavební, Praha 1, Dušní 17",Hlavní město Praha,PaedDr.,Marcia,Desantiago,+420 353 360 611,"Karlovy Vary, Czech Republic",K Letišti,Karlovy Vary,Czechia,360 01
550,7108826,Mechanizace Praha s.r.o.,Hlavní město Praha,PaedDr.,Nancy,Schaunaman,+420 353 360 611,Radotín,U starého stadiónu,Karlovy Vary,Czechia,15300.0
551,2009811,AV Production hostesses & promoters s.r.o.,Hlavní město Praha,PaedDr.,Gail,Frazier,+420 353 360 611,Staré Město,Na příkopě,Karlovy Vary,Czechia,11000.0
552,9995722,AZY SERVIS s.r.o.,Hlavní město Praha,PaedDr.,Marie,Jurczyk,+420 353 360 611,Záběhlice (Praha 4),Púchovská,Karlovy Vary,Czechia,14100.0
553,61388726,"Vyšší odborná škola stavební a Střední průmyslová škola stavební, Praha 1, Dušní 17",Hlavní město Praha,PaedDr.,Melinda,Nolin,+420 353 360 611,"Karlovy Vary, Czech Republic",K Letišti,Karlovy Vary,Czechia,360 01
554,61388726,"Vyšší odborná škola stavební a Střední průmyslová škola stavební, Praha 1, Dušní 17",Hlavní město Praha,PaedDr.,Daniel,Quesada,+420 353 360 611,"Karlovy Vary, Czech Republic",K Letišti,Karlovy Vary,Czechia,360 01
555,48537918,OPO - BOHEMIA s. r. o.,Hlavní město Praha,PaedDr.,Marilyn,Shockley,+420 353 360 611,Dolní Měcholupy,U kabelovny,Karlovy Vary,Czechia,10200.0
556,61388726,"Vyšší odborná škola stavební a Střední průmyslová škola stavební, Praha 1, Dušní 17",Hlavní město Praha,PaedDr.,Brendan,Dunkelberger,+420 353 360 611,"Karlovy Vary, Czech Republic",K Letišti,Karlovy Vary,Czechia,360 01
557,7922132,Rohan Group Investments s.r.o.,Hlavní město Praha,PaedDr.,Hilda,Jording,+420 353 360 611,Žižkov (Praha 3),Koněvova,Karlovy Vary,Czechia,13000.0
558,28078870,ZEDETA s.r.o. v likvidaci,Hlavní město Praha,PaedDr.,Judith,Phillips,+420 353 360 611,Žižkov (Praha 3),Bořivojova,Karlovy Vary,Czechia,13000.0
559,70895554,Společnost přátel Církevní základní školy v Hradci Králové v likvidaci,Hlavní město Praha,PaedDr.,Christopher,Kinney,+420 353 360 611,Hradec Králové,Na Hradě,Karlovy Vary,Czechia,50003.0
560,17261074,REEP Hill s.r.o.,Hlavní město Praha,PaedDr.,Laura,Wagner,+420 353 360 611,Nové Město (Praha 1),Opletalova,Karlovy Vary,Czechia,11000.0
561,5793530,Unicast Marketing s.r.o.,Hlavní město Praha,PaedDr.,Barbara,Tate,+420 353 360 611,Staré Město,Křižovnická,Karlovy Vary,Czechia,11000.0
562,61388726,"Vyšší odborná škola stavební a Střední průmyslová škola stavební, Praha 1, Dušní 17",Hlavní město Praha,PaedDr.,Mary,Lovelace,+420 353 360 611,"Karlovy Vary, Czech Republic",K Letišti,Karlovy Vary,Czechia,360 01
563,3871509,Faynfit s.r.o.,Hlavní město Praha,PaedDr.,Patrica,Greener,+420 353 360 611,Ústí nad Orlicí,Nový Svět,Karlovy Vary,Czechia,56201.0
564,61388726,"Vyšší odborná škola stavební a Střední průmyslová škola stavební, Praha 1, Dušní 17",Hlavní město Praha,PaedDr.,Joni,Hussey,+420 353 360 611,"Karlovy Vary, Czech Republic",K Letišti,Karlovy Vary,Czechia,360 01
565,29248825,"CABBALARE,s.r.o. v likvidaci",Hlavní město Praha,PaedDr.,Leanna,Johnston,+420 353 360 611,Krč,Antala Staška,Karlovy Vary,Czechia,14000.0
566,61388726,"Vyšší odborná škola stavební a Střední průmyslová škola stavební, Praha 1, Dušní 17",Hlavní město Praha,PaedDr.,Emily,Hersha,+420 353 360 611,"Karlovy Vary, Czech Republic",K Letišti,Karlovy Vary,Czechia,360 01
567,61388726,"Vyšší odborná škola stavební a Střední průmyslová škola stavební, Praha 1, Dušní 17",Hlavní město Praha,PaedDr.,Aubrey,Dewey,+420 353 360 611,"Karlovy Vary, Czech Republic",K Letišti,Karlovy Vary,Czechia,360 01
568,61388726,"Vyšší odborná škola stavební a Střední průmyslová škola stavební, Praha 1, Dušní 17",Hlavní město Praha,PaedDr.,Steven,Nicks,+420 353 360 611,"Karlovy Vary, Czech Republic",K Letišti,Karlovy Vary,Czechia,360 01
569,1299069,CETAS z. s.,Hlavní město Praha,PaedDr.,Elvin,Wray,+420 353 360 611,Mladá Boleslav II,Nerudova,Karlovy Vary,Czechia,29301.0
570,61388726,"Vyšší odborná škola stavební a Střední průmyslová škola stavební, Praha 1, Dušní 17",Hlavní město Praha,PaedDr.,Rick,Stevenson,+420 353 360 611,"Karlovy Vary, Czech Republic",K Letišti,Karlovy Vary,Czechia,360 01
571,9306935,Nepali Pasal s.r.o.,Hlavní město Praha,PaedDr.,Maria,Hicks,+420 353 360 611,Český Brod,Žižkova,Karlovy Vary,Czechia,28201.0
572,27676722,Společenství vlastníků blok VIII.,Hlavní město Praha,PaedDr.,Paul,Harrigan,+420 353 360 611,Prostějov,sídl. Svobody,Karlovy Vary,Czechia,79601.0
573,8932042,BADATO s.r.o.,Hlavní město Praha,PaedDr.,Fred,Smith,+420 353 360 611,Štípa,Ořechovka,Karlovy Vary,Czechia,76314.0
574,61388726,"Vyšší odborná škola stavební a Střední průmyslová škola stavební, Praha 1, Dušní 17",Hlavní město Praha,PaedDr.,John,Taylor,+420 353 360 611,"Karlovy Vary, Czech Republic",K Letišti,Karlovy Vary,Czechia,360 01
575,61388726,"Vyšší odborná škola stavební a Střední průmyslová škola stavební, Praha 1, Dušní 17",Hlavní město Praha,PaedDr.,Carla,Reitano,+420 353 360 611,"Karlovy Vary, Czech Republic",K Letišti,Karlovy Vary,Czechia,360 01
576,25321790,"ACURsystem, s.r.o",Hlavní město Praha,PaedDr.,Denise,Reason,+420 353 360 611,Zlín,Obeciny VI,Karlovy Vary,Czechia,76001.0
577,27622274,VAPO ENERGO a.s.,Hlavní město Praha,PaedDr.,Norman,Hornback,+420 353 360 611,Vysočany (Praha 9),Krátkého,Karlovy Vary,Czechia,19000.0
578,24762881,B & B Economy s.r.o.,Hlavní město Praha,PaedDr.,Jean,Rodriguez,+420 353 360 611,Vinohrady (Praha 2),Mánesova,Karlovy Vary,Czechia,12000.0
579,61388726,"Vyšší odborná škola stavební a Střední průmyslová škola stavební, Praha 1, Dušní 17",Hlavní město Praha,PaedDr.,Robert,Rose,+420 353 360 611,"Karlovy Vary, Czech Republic",K Letišti,Karlovy Vary,Czechia,360 01
580,25948300,MELICHAR CZ s.r.o.,Hlavní město Praha,PaedDr.,Brenda,Ochinang,+420 353 360 611,Úpice,Dr. Teuchmanna,Karlovy Vary,Czechia,54232.0
581,3688224,"Společenství vlastníků pro dům v Plzni, U Prazdroje čp. 76/13",Hlavní město Praha,PaedDr.,David,Durbin,+420 353 360 611,Východní Předměstí (Plzeň 3),U Prazdroje,Karlovy Vary,Czechia,30100.0
582,61388726,"Vyšší odborná škola stavební a Střední průmyslová škola stavební, Praha 1, Dušní 17",Hlavní město Praha,PaedDr.,Patti,Mckibben,+420 353 360 611,"Karlovy Vary, Czech Republic",K Letišti,Karlovy Vary,Czechia,360 01
583,4392370,"VIZOO image production, s.r.o.",Hlavní město Praha,PaedDr.,Rebecca,Jones,+420 353 360 611,Josefov,Jáchymova,Karlovy Vary,Czechia,11000.0
584,9990607,Trendymania s.r.o.,Hlavní město Praha,PaedDr.,Jennifer,Fulton,+420 353 360 611,Želešice,24. dubna,Karlovy Vary,Czechia,66443.0
585,25348914,LARIM a.s. v likvidaci,Hlavní město Praha,PaedDr.,Kenneth,Rowland,+420 353 360 611,Zlín,Vodní,Karlovy Vary,Czechia,76001.0
586,9425837,Ejnsof s.r.o.,Hlavní město Praha,PaedDr.,April,Cook,+420 353 360 611,Nusle (Praha 4),5. května,Karlovy Vary,Czechia,14000.0
587,9606742,TAVIKA  s.r.o.,Hlavní město Praha,PaedDr.,Edward,Poston,+420 353 360 611,Zábrdovice (Brno-střed),Příční,Karlovy Vary,Czechia,60200.0
588,61388726,"Vyšší odborná škola stavební a Střední průmyslová škola stavební, Praha 1, Dušní 17",Hlavní město Praha,PaedDr.,Zackary,Thompson,+420 353 360 611,"Karlovy Vary, Czech Republic",K Letišti,Karlovy Vary,Czechia,360 01
589,13583026,TRANSPED a.s. Hradec Králové,Hlavní město Praha,PaedDr.,Nichole,Charles,+420 353 360 611,Svobodné Dvory,Dvorská,Karlovy Vary,Czechia,50311.0
590,61388726,"Vyšší odborná škola stavební a Střední průmyslová škola stavební, Praha 1, Dušní 17",Hlavní město Praha,PaedDr.,Mitzi,Yates,+420 353 360 611,"Karlovy Vary, Czech Republic",K Letišti,Karlovy Vary,Czechia,360 01
591,61388726,"Vyšší odborná škola stavební a Střední průmyslová škola stavební, Praha 1, Dušní 17",Hlavní město Praha,PaedDr.,Carol,Harper,+420 353 360 611,"Karlovy Vary, Czech Republic",K Letišti,Karlovy Vary,Czechia,360 01
592,29182999,"Společenství vlastníků pro dům Edisonova 3047/1, Brno",Hlavní město Praha,PaedDr.,Irvin,Stuart,+420 353 360 611,Královo Pole,Edisonova,Karlovy Vary,Czechia,61200.0
593,3866751,MGQ Total s.r.o.,Hlavní město Praha,PaedDr.,Richard,Schlarbaum,+420 353 360 611,Lutyně,Polní,Karlovy Vary,Czechia,73514.0
594,24187542,"Společenství vlastníků jednotek domu Vosmíkových 1002, Praha 8",Hlavní město Praha,PaedDr.,Mary,Richard,+420 353 360 611,Libeň (Praha 8),Vosmíkových,Karlovy Vary,Czechia,18000.0
595,1585878,"Společenství vlastníků jednotek domu č.p. 2342, Rakovník",Hlavní město Praha,PaedDr.,Nancy,Scott,+420 353 360 611,Rakovník II,Pod Nemocnicí,Karlovy Vary,Czechia,26901.0
596,28214366,ZPK FIN s.r.o.,Hlavní město Praha,PaedDr.,Malcolm,Kimber,+420 353 360 611,Karlín,Nekvasilova,Karlovy Vary,Czechia,18600.0
597,61388726,"Vyšší odborná škola stavební a Střední průmyslová škola stavební, Praha 1, Dušní 17",Hlavní město Praha,PaedDr.,Margaret,Wheeler,+420 353 360 611,"Karlovy Vary, Czech Republic",K Letišti,Karlovy Vary,Czechia,360 01
598,29296561,KOLMIO s.r.o.,Hlavní město Praha,PaedDr.,Carroll,Madrid,+420 353 360 611,Královo Pole,Mojmírovo náměstí,Karlovy Vary,Czechia,61200.0
599,15044181,SPES spol. s r.o.,Hlavní město Praha,PaedDr.,Robert,Rosario,+420 353 360 611,Staré Město,Platnéřská,Karlovy Vary,Czechia,11000.0
600,61388726,"Vyšší odborná škola stavební a Střední průmyslová škola stavební, Praha 1, Dušní 17",Hlavní město Praha,PaedDr.,Lakesha,Abadie,+420 353 360 611,"Karlovy Vary, Czech Republic",K Letišti,Karlovy Vary,Czechia,360 01
601,61388726,"Vyšší odborná škola stavební a Střední průmyslová škola stavební, Praha 1, Dušní 17",Hlavní město Praha,PaedDr.,Mary,Chamberlain,+420 353 360 611,"Karlovy Vary, Czech Republic",K Letišti,Karlovy Vary,Czechia,360 01
602,61388726,"Vyšší odborná škola stavební a Střední průmyslová škola stavební, Praha 1, Dušní 17",Hlavní město Praha,PaedDr.,Apryl,Taylor,+420 353 360 611,"Karlovy Vary, Czech Republic",K Letišti,Karlovy Vary,Czechia,360 01
603,26860279,ALFA COLLECT s.r.o.,Hlavní město Praha,PaedDr.,Ronnie,Lafave,+420 353 360 611,Olomouc,Riegrova,Karlovy Vary,Czechia,77900.0
604,61388726,"Vyšší odborná škola stavební a Střední průmyslová škola stavební, Praha 1, Dušní 17",Hlavní město Praha,PaedDr.,Charles,Reese,+420 353 360 611,"Karlovy Vary, Czech Republic",K Letišti,Karlovy Vary,Czechia,360 01
605,9376143,LAGUNA WATER s.r.o.,Hlavní město Praha,PaedDr.,Ruth,Villalvazo,+420 353 360 611,Stanislavice,Na Sedláky,Karlovy Vary,Czechia,73562.0
606,61388726,"Vyšší odborná škola stavební a Střední průmyslová škola stavební, Praha 1, Dušní 17",Hlavní město Praha,PaedDr.,Barbara,Helwig,+420 353 360 611,"Karlovy Vary, Czech Republic",K Letišti,Karlovy Vary,Czechia,360 01
607,61388726,"Vyšší odborná škola stavební a Střední průmyslová škola stavební, Praha 1, Dušní 17",Hlavní město Praha,PaedDr.,Jessica,Daigle,+420 353 360 611,"Karlovy Vary, Czech Republic",K Letišti,Karlovy Vary,Czechia,360 01
608,61388726,"Vyšší odborná škola stavební a Střední průmyslová škola stavební, Praha 1, Dušní 17",Hlavní město Praha,PaedDr.,Russell,Martinez,+420 353 360 611,"Karlovy Vary, Czech Republic",K Letišti,Karlovy Vary,Czechia,360 01
609,26982242,HC Chvalčov v likvidaci,Hlavní město Praha,PaedDr.,Kathleen,Bodey,+420 353 360 611,Hulín,nám. Míru,Karlovy Vary,Czechia,76824.0
610,64048578,"DOPAC, spol. s r.o.",Hlavní město Praha,PaedDr.,Anthony,Rosenholm,+420 353 360 611,Most,Partyzánská,Karlovy Vary,Czechia,43401.0
611,49419382,"Sokol Strážovice, z.s.",Hlavní město Praha,PaedDr.,Carolyn,Krieg,+420 353 360 611,Kyjov,Sídliště Za Stadionem,Karlovy Vary,Czechia,69701.0
612,61388726,"Vyšší odborná škola stavební a Střední průmyslová škola stavební, Praha 1, Dušní 17",Hlavní město Praha,PaedDr.,Jennifer,Fernandez,+420 353 360 611,"Karlovy Vary, Czech Republic",K Letišti,Karlovy Vary,Czechia,360 01
613,28954718,The Food Experience s.r.o.,Hlavní město Praha,PaedDr.,Beverly,Baird,+420 353 360 611,Dejvice,Wuchterlova,Karlovy Vary,Czechia,16000.0
614,27086836,Společenství vlastníků jednotek LÍPOVÁ 1408-1409 ČÁSLAV,Hlavní město Praha,PaedDr.,Marion,Pineau,+420 353 360 611,Čáslav-Nové Město,Lípová,Karlovy Vary,Czechia,28601.0
615,61388726,"Vyšší odborná škola stavební a Střední průmyslová škola stavební, Praha 1, Dušní 17",Hlavní město Praha,PaedDr.,Paul,Jones,+420 353 360 611,"Karlovy Vary, Czech Republic",K Letišti,Karlovy Vary,Czechia,360 01
616,25070321,Network Pí s.r.o.  v likvidaci,Hlavní město Praha,PaedDr.,Michael,Williams,+420 353 360 611,Vinohrady (Praha 2),Americká,Karlovy Vary,Czechia,12000.0
